Tweet,Tweet IDs,Aggression,Arousal1 (1-5),Arousal2 (1-5),Arousal3 (1-5),Sarcasm-Irony-RhetoricalQuestions,Pun-Wordplay,Metaphor-Simile,Stance,Hate Speech,Avg. Arousal
"O bhai, apne ghar ke peeche ka video dikha kar hero na ban. Ye video #NoteBandi nei #NalBandi ka hain.https://twitter.com/MPCC_Official/status/799118808833212416 …",#799122293024821248,o,4,4,4,NO,YES,NO,f,NO,4
Jo notebandi ko support kar rahe hai unke liye nasbandi hai.Sir bas ye video dekhlo Aur decide karlo https://twitter.com/roflrepoter/status/799075805720551426 …,#799124147624296448,c,4,4,4,NO,YES,NO,a,NO,4
Kuch log Modi jee k #NoteBandi pe Etna chilla rahe hai jesi Note bandi nai #Nassbandi kra di ho unki @ArvindKejriwal,#799124248761667584,o,4,3,4,NO,YES,NO,f,NO,3.666666667
Desh ke janata notebandi se trast Modi satta me mast.,#799124426327371776,n,4,5,4,NO,YES,YES,a,NO,4.333333333
"Jo bhi party notebandi Ka virodh kar rahi hai ,lagta hai unka bahut Bada nukshan ho raha hai.ye Sab partiya janta ki chinta chode",#799126299264643072,c,3,3,3,YES,NO,NO,f,NO,3
Jo log keh rahe hai ki #NoteBandi se #Bhaarat ke 125 crore logo ko dikkt ho rhi hai. KRIPYA LIST MESE MERA NAAM... http://fb.me/5u6YuytlO ,#799126857618694144,n,3,3,2,NO,NO,NO,f,NO,2.666666667
Aaj ka Suvichaar Jo dalit or aam admi ki baat kerte hai kya jada takliq unhe ko ho rhi h 500 or 100 k notebandi se. Need suggestions.,#799128760847106048,c,4,4,3,YES,NO,NO,f,NO,3.666666667
"Jo deshdohi notebandi k khilaf he unka bhi sargical hona chahiye. Khud to kabhi deshhit k liye na soncha, na kiya.",#799130337594908672,o,4,4,3,NO,NO,YES,f,YES,3.666666667
@indiatvnews modi sir k notebandi k faisle me wo kyu hmare sath hone ka jhutha dikhawa Kr rhe h.,#799131589288464384,c,3,2,2,NO,NO,NO,f,NO,2.333333333
"Mujhe notebandi se Koi takleef Nahi hai, isliye Mera Naam bhi nikal dijiye takleef wali list me se.",#799131634117255176,n,3,2,2,NO,NO,NO,f,NO,2.333333333
MAMTA DI KAL NOTEBANDI KE VIRODH MAIN AK kA sath dene azadpur ja rahi hai.MODI JI KA 1 SIRDARD AUR KAM HUYA.ANNA BACHE JO MAMTA BACHEGI INSE https://twitter.com/malviyamit/status/799132058572361728 …,#799133632988184577,n,4,4,4,NO,NO,YES,f,NO,4
#Notebandi ka dissison right hai lakin pareshan aam log hai  aamir kyon nahi?@ZeeNews @sudhirchaudhary,#799137278731948032,n,4,3,3,YES,NO,NO,a,NO,3.333333333
"Modi ke notebandi ke farmaan se desh ka kala dhan toh khattam nahi hone ke,lekin desh ka gareeb zaroor khattam ho raha hai..jai mata di..",#799138146319499264,n,3,4,3,YES,NO,NO,a,NO,3.333333333
Desh ke Pm Narendra Modi Ji aapne jo Notebandi ki hai uske liye meri mammi ki taraf se bahut dahnyawaad....,#799147174349144064,n,4,4,3,NO,NO,NO,f,NO,3.666666667
kejriwal ko nasbandi aur #NoteBandi dono ka concept nahi samajh aaya @TrollKejri,#799148582083276800,c,4,4,3,NO,YES,NO,f,NO,3.666666667
#NoteBandi ..  Mayavati ka sidha hai hisaab ....  Freedom Of speech  K naam pe jo muh me aya bhookna ...,#799149429454319616,o,5,5,5,NO,NO,YES,f,NO,5
@ArvindKejriwal   sabse pahle ye bataye ki Notebandi se aap ko aur #AAP ko kitna nuksaan hua h....  Why r u against Modi ji??,#799149792735567872,o,4,4,4,NO,NO,NO,f,NO,4
Dear sir UP ke sabhi MPs aur MLAs ko notebandi ka jo hauwa khada kiya ja raha hai uske against jagrukta failane ko kahiye.,#799150305594249217,n,4,4,4,NO,NO,YES,f,NO,4
Aisa pm desh ko milna desh ko gurvanvit Karta hai har aadmi kudh ko badalne ki kosish agar 70 verso mein Karta to notebandi nahi hota,#799151308511055872,n,3,3,3,NO,NO,YES,f,NO,3
Aajkal designer patrkaro ko naya kam mil gaya  @sudhirchaudhary #notebandi,#799153987043741696,n,2,4,4,NO,NO,YES,n,NO,3.333333333
"Jo log keh rahe hai ki notebandi se 125 cr log pareshan hai,uss list mai se mera naam hata do,mai pareshan nhi khush hu",#799154911300571137,n,3,3,3,NO,NO,NO,f,NO,3
"Gandhi ke time main ""Nasbandi"" hui thi... Modi ke time main ""Notebandi"" #StopDemonetisation",#799155359558430720,n,4,4,3,NO,YES,NO,a,NO,3.666666667
jaldi se bolo ki ye notebandi ki wajah se hua..,#799155989610106880,n,3,2,2,NO,NO,NO,n,NO,2.333333333
@ArvindKejriwal Notebandi. Bahut accha faisla hai.ab koi garib ni koi amir nahi sab saman hai.,#799158107939229696,n,3,3,2,NO,NO,NO,f,NO,2.666666667
Ye notebandi nehi doston ye kala dhan jama karne walon keliye nasbandi hai. #SurgicalStrikeonBlackMoney #DeMonetisation,#799160270601981952,c,4,4,3,NO,YES,YES,f,NO,3.666666667
Modi ji ki Bahumat ki Sarkar Desh ke Samvidhan Desh ki Janata aur Nyaypalika ke prati Jimmewar aur Jababdeh hain..Notebandi RASHTRAHIT men..,#799160621069520897,n,3,3,2,NO,NO,NO,f,NO,2.666666667
"NAMASKAR SHRI NARENDRA MODIJI AAPKO MERA SHATH SHATH PRANAAM, AAPKE DWARA JO NOTEBANDI KA FAISLA LIYA GAYA HAI, WOH HAMAARE DESH KE BHAVISHY",#799164551233032193,n,4,3,3,NO,NO,NO,f,NO,3.333333333
Opposition walo ka hungama dekh ke aisa lag raha hai jaise sarkar ne notebandi nahi unki nasbandi kara di ho...,#799167030452686848,o,3,3,3,NO,YES,NO,f,NO,3
BHAGWAN KAREN AAP JALDI SE JALDI THEEK HOKR VAAPIS AAYEN AUR KOI DIKKAT NA AAYE AAPKE ILAAZ ME NOTEBANDI KI VAZAH SE !,#799167790754054144,n,4,5,3,NO,NO,NO,n,NO,4
"Public to nhi ro rhi hai, Han Rahul ke ghar mei jaroor Matam cha gaya hai es notebandi se. https://twitter.com/seemaadhikari/status/799097661785681920 …",#799170749600649217,o,3,3,3,NO,NO,YES,f,NO,3
"ye aisse chilla raha hai, bhai notebandi hui hai nasbandi nahin.",#799171258814373888,o,4,4,3,NO,YES,NO,f,NO,3.666666667
"Saare chor milkar ab notebandi ko lekar sansad ke satra ko barbad karenge, lekin desh ki janta sab dekh aur samajh rahi hai aur jawab degi.",#799171822881148928,c,3,4,3,NO,NO,YES,f,NO,3.333333333
"#NoteBandi Aj jab notebandi ka asar dhire dhire kam ho rha hai,position sudhr rhi hai tab ye beiman neta kah rhe ki notebandi vapas Li jay",#799172753706258432,n,3,4,3,NO,NO,YES,f,NO,3.333333333
Notebandi wapas Lene se sarkar ki aur Pratisatha hi Badhegi.,#799175652649877505,n,3,3,2,NO,NO,NO,a,NO,2.666666667
@ArvindKejriwal @JantaKaReporter  aap aise krandan kar rahe hai jaise notebandi koi rastriya aapda ho ..sharm karo .,#799176598255763456,o,4,4,3,NO,NO,YES,f,NO,3.666666667
@ravishndtv Notebandi kahi kuposan ko aur badha n de.,#799177000233684992,n,3,4,3,NO,NO,YES,a,NO,3.333333333
@narendramodi notebandi faisla acha h par janta pis rahi h ye kadwa sach h ise bachaya ja sakta tha or abhi v upaye h. Pls do something,#799180242736783360,n,4,5,3,NO,NO,YES,f,NO,4
@ZeeNews desh dekh raha h in netao ko jo raily or halla kar rahe h notebandi par or #ndtv  to hadd kar raha h logo ko bhadkane ki shame all,#799180809928327168,o,4,5,3,NO,NO,YES,f,NO,4
notebandi ke sath sath aapki nasbandi bhi karadeni chahiye.  Bharat se kala dhan aur kala mann ka khatra tal jayega,#799180945345552384,o,4,4,4,NO,YES,YES,f,NO,4
Media ka kaam desh aur janta ki bhalai karna hota hai lekin notebandi par humara media bahut hi neeche darje ki reporting kar raha hai.,#799182098988830720,n,3,4,4,NO,NO,NO,f,NO,3.666666667
Ye NOTEBANDI per tum jaise  NAUTANKIBAAJON se jo pareshani ho rahi hai uska kya? @ArvindKejriwal https://twitter.com/Airavta/status/799134718050455556 …,#799182189019566081,o,4,5,4,YES,NO,NO,f,NO,4.333333333
Modi ne notebandi se Kejri ki nasbandi kar diya.,#799184185395027968,o,4,4,4,NO,YES,NO,f,NO,4
Notebandi par Rajyasabha me jamkar bahas,#799185937695547392,n,3,3,3,NO,NO,NO,n,NO,3
3 din baad bhi notebandi chalu rahegi...bharat ki janta Mr prime minister ke sath hai.,#799186134215626752,n,3,3,3,NO,NO,NO,f,NO,3
"Suna hai ""Notebandi"" ke baad Mamta Didi  ne apna naam badal kar ""DUKHTA DIDI ""Rakh liya hai.",#799186218575491072,n,3,4,4,NO,YES,NO,f,NO,3.666666667
@Amitshah in Azamgarh hitting out at @Mayawati : Jab se Notebandi hui tab se Bahenji ke chehre ka rang ud gaya hai.,#799186662932647936,n,4,4,3,NO,NO,YES,n,NO,3.666666667
Mere  Des  me Pradhan  mantri  shree  modiji   mera  niwedan  hai   ki   des  men  notebandi  ke  chalte   des  ka  kala  dhan  public,#799190592169398272,n,3,4,3,NO,NO,NO,f,NO,3.333333333
@TriptiShukla_ @ArvindKejriwal bahot problem ho rahi hai notebandi se sayad,#799195079638274048,n,3,3,4,YES,NO,NO,a,NO,3.333333333
@narendramodi @RBI  Maine socha tha ki #NoteBandi  se #Daud  aur #Pakistan  ki nind hram hogi pr #India k #Leaders  ki nind hram kyu hu gayi,#799196732051648516,n,4,4,3,NO,NO,YES,f,NO,3.666666667
Notebandi hua hai..  Nasbandi nahi..  kahe bawal macha ke rakha hai re !!!!,#799223933681553412,c,3,5,4,NO,YES,NO,f,NO,4
bharstachar ke khilaaf bol pagale notebandi nhi..,#799200794062925825,n,4,5,3,NO,NO,NO,f,NO,4
Notebandi se Jis Janata ki problem ki baat vipakchhi dal kar rahen hain..unke samne ja kar puchh lijiye..aap logon ko jawab mil jayega..,#799202396446433280,n,3,4,4,NO,NO,NO,f,NO,3.666666667
notebandi ke sath Tera #Nashbandi bhi kardenge.,#799202549970501632,o,4,5,3,NO,YES,NO,f,NO,4
Govt k notebandi k aaadesh  ka palan karta hua Varansi me medical store .500 ya 1000 hai toh med nahi.milegi pic.twitter.com/xfhMVkUdLd,#799202662101098496,n,2,3,3,NO,NO,NO,n,NO,2.666666667
modi ji yadi aap bipaksh ke dawab me aakar notebandi ke phaisale ko aapas late hai to mai aapko bhot kabhi nahi dunga,#799203074627620864,n,2,4,3,NO,NO,NO,f,NO,3
@TrollKejri bhai @narendramodi ne #Notebandi Ki he ya @ArvindKejriwal ki #Nasbandi ... ?,#799203197684477952,o,4,4,3,NO,YES,NO,f,NO,3.666666667
"Notebandi to Trailer hai, Picture to Abhi Baki hai.: http://youtu.be/xl2kms9eHTI?a  via @YouTube",#799203432670363648,n,3,3,3,NO,NO,YES,f,NO,3
Notebandi pe kuch bolne se pahle kejriwal sarkar ko Tarik Fatah se Sikh leni chahiye,#799203624148758530,c,3,3,3,NO,NO,NO,f,NO,3
ek baat bataye sir..notebandi ke alawa Delhi me baki sab kaisa hai..accha haan wahan bhi to Modi Ji kuch karne nhi de rahe..,#799204490876362752,c,3,4,3,YES,NO,NO,f,NO,3.333333333
AAP ke baap Anna ne bhi notebandi ki tarif ki.,#799205881598582784,o,3,3,3,NO,YES,NO,f,NO,3
notebandi ki hai tumari nasbandi nahi jo chilla rahe ho sadak pe,#799206119830933504,o,3,4,2,NO,YES,NO,f,NO,3
sansad me notebandi ko lekar ghamasan durbhagyapurn.,#799206168161710080,n,2,4,3,NO,NO,YES,n,NO,3
Media ki napunsakta ya purusharth-vihinata ki khuli numaish chal rhi h  Notebandi ke karan desh bhar me ho rhi mauto pr #MediaChuppH,#799208050800398336,c,4,5,5,NO,NO,YES,a,NO,4.666666667
Sarkar ke notebandi se preshan log me macha h  Haha kar,#799210890000273408,n,3,4,,NO,YES,NO,a,NO,3.5
kya sir ji Mai notebandi se bhot khush Hu aapki bachi kuchi izzat bhi gyee,#799211588217700352,c,3,4,3,NO,NO,NO,f,NO,3.333333333
hum @narendramodi k sat the hai & rehenge..notebandi se tuj jese 420 logo ka sukh-chen ud sakta hai humara nahi.harami kejru,#799211803251093504,o,5,5,5,NO,NO,YES,f,NO,5
#iamwithmodi mamta ji itna dard kewal notebandi ke liye..vo v public dard ko sehne ko tyar hai par apko to dard kuchh jyada he ho raha hai,#799212164099624960,c,3,3,3,YES,NO,NO,f,NO,3
Notebandi ke khilaf Nautanki,#799213632961687553,c,3,4,4,NO,NO,NO,f,NO,3.666666667
satnam a waheguru notebandi se nizat dilao greebo ko,#799213652054196225,n,3,4,3,NO,NO,NO,a,NO,3.333333333
Jab Bharat ki janta modiji ke sath h to ye neta log faltu me kyu pareshan ho rahe h notebandi rokne ke liye..inke pas hi sab kaladhan Nikalo,#799214030116122624,c,4,5,4,NO,NO,NO,f,NO,4.333333333
jis tareh se notebandi ka kuch andh-virodhi virodh kr rhe hai itna dil laga ke pichle 70 saal me govt ka virodh... http://fb.me/JZvWAYoy ,#799217960325771264,n,3,2,2,NO,NO,YES,f,NO,2.333333333
Dosto ab time aa gya h ki #sonamgupta ko national bewafa goshit kr dena chahiye. #notebandi,#799223601983528960,n,2,3,3,YES,NO,NO,n,NO,2.666666667
koi isko bolo notebandi chord ke delhi me kaam krwaaye free ka wifi dene ki bat kri thi free ka bs bematlab  bhasad hi diya,#799227106110492673,o,4,5,4,YES,NO,NO,n,NO,4.333333333
thappad se dar nahi lagta hai sahab toh notebandi se kyu???,#799227830127034372,n,3,4,3,YES,NO,NO,f,NO,3.333333333
"@aajtak @anjanaomkashyap Kejriwal KI AB TAK KI CHHABI ISS NOTEBANDI KE VIRODH SE CHAKNA CHUR HOGAI HAI AB UNKI CHHABI ""LALU YADAV"" (......",#799228937452814337,c,5,5,5,NO,NO,YES,f,NO,5
Aj jarurat ek hone ki hai. sabhi bhrasht party notebandi k khilaf ek ho gayi hai.  Pleas aj india first.,#799230454985465860,n,4,4,3,NO,NO,NO,f,NO,3.666666667
@nazirkhan21 aap @SiddiquHaseeb sahi boal raheyen hain .Notebandi ki emergency ki pershani ko public kabhi nahi bhuley gee,#799235522094841856,n,4,4,4,NO,NO,NO,a,NO,4
Notebandi  ka faisla  bina  tayari  ke liya  gaya  Jo  ki sarkar  ke  liye  nuksan dayak  sabit hoga,#799237088591761408,c,2,3,2,NO,NO,NO,a,NO,2.333333333
@aajtak aap halla bol me hamesha sab party ke log ko le aate ho..kabhi aam admi ko bhi lao bahas me. Hume notebandi pr prob nhi to inko kyu,#799238534033010688,c,3,4,4,NO,NO,NO,f,NO,3.666666667
fir sawal kabhi jawab bhi diya karo #NoteBandi  q shi nhi h? Kshmir me pathar baji q nhi ho rhi Sbse jyada neta hi q prsan h,#799242486715662336,n,3,4,4,NO,NO,NO,f,NO,3.666666667
"#DeMonetisation #NoteBandi Modi Sir, Notebandi ke sath nasbandi ka bhi elan kar dijiye. Desh la bhala hoga",#799242806279557120,n,4,4,3,NO,YES,NO,f,NO,3.666666667
notebandi pr  janta kuch nhi kah thi h but ap netao ko itni takleef kyu sirjiii   mamla gadbad hai,#799243241266630656,c,4,4,3,YES,NO,NO,f,NO,3.666666667
viroodh hum karege par #notebandi ka nai Tera.. #neemkapattakadwahai,#799243709560725504,o,4,4,3,NO,NO,YES,f,NO,3.666666667
Shree Narendra Modi ke notebandi faisle par mai unka samarthan karta hoon.,#799243898774110208,n,3,3,,NO,NO,NO,f,NO,3
.EK SAPTAH NAHI DAS DIN ISASE JYADE TV CHANNEL WALE #NOTEBANDI KI  #DARDNAK #KAHANIYA NAHI KHICH PAYEGE @narendramodi,#799246234825302016,n,4,5,4,NO,NO,YES,f,NO,4.333333333
Indra Gandhi ko nasbandi ne haraya tha...     Modi ko notebandi haraegi,#799246448382480384,n,3,4,4,NO,YES,NO,a,NO,3.666666667
@abpnewstv @aajtak  DEKHE KITNE DIN AUR NOTEBANDI KI DARDNAK KAHANIYO KO KHICHTE HO VAISE PURA ZOR LAGAYE HUE HO @narendramodi,#799247271485325313,c,4,3,3,YES,NO,NO,f,NO,3.333333333
"#NoteBandi  Delhi ka nalayak Moorkhmnatri, Bengal ki Sharda Ghotale ki Raani, Nikal ne chale hain Bhrastachariyon ko Peelane paaani.",#799248084681134080,c,5,4,4,NO,YES,YES,f,NO,4.333333333
NOTEBANDI faisla wapasi ka sawal hi nahin. Finance minister   Bhayee apne dil pe hath rakh ke keh do ye tumhara faisla tha. Ham man lenge.,#799248299328946176,n,4,4,3,NO,NO,YES,f,NO,3.666666667
"Sahi kaha. Notebandi se nakebandi. Sab ki chhutti. Paisa na kaudi, kahaki dauda-daudi.@s_szama @ndtvindia @IndiaToday",#799248650454999042,n,3,4,3,NO,YES,NO,n,NO,3.333333333
"Notebandi Ek samudr manthan ki tarah hai. Pehle vish niklega, jise Modi ji ko pina hoga..fir amrit niklega.,imaandaar vyaktitv ke liye..",#799248668255584256,n,3,3,3,NO,NO,YES,f,NO,3
Bhai Wo @ArvindKejriwal  Aur Mamtaji Notebandi K Liye Delhi Bula Rahe Hai....Sun Wahan Nikal Lo.....,#799248800715939841,c,4,3,3,NO,NO,NO,n,NO,3.333333333
@sudhirchaudhary Anna ji ke views lo pl. is Notebandi par. Hazare ji gar modi ji ke sath hon is muhim me tabhi kejri jaise neta chup honge.,#799248880093249536,n,5,4,4,NO,NO,NO,f,NO,4.333333333
Modi toh note band krne ke liye waise hi badnam asli dukh toh dusri parti ke neta dete hai #NoteBandi,#799258992673308672,n,3,4,4,NO,NO,NO,n,NO,3.666666667
Ye kaun sa naya Mantra hai?. Notebandi wapas ka Matlab Janta ki Umeed par Pani.Han jo kami hai usme sudhar ki maang karna uchit hai. https://twitter.com/khalidsalmani1/status/799253454703173632 …,#799260982719619072,n,2,3,2,NO,NO,YES,f,NO,2.333333333
@narendramodi  sir hame dikkat ho rahi hai aapke notebandi se par mai aapke satth hu @ArvindKejriwal @MamataOfficial se darne ki jarurt nahi,#799263771759886336,n,3,3,2,NO,NO,NO,f,NO,2.666666667
Dogla. Anna me sath  protest mein Notebandi ki baat karta tha. An kya hua. Kaladan Chupa ke  rakha hai.,#799263776038158336,o,4,4,4,NO,NO,NO,f,NO,4
Kala Dhan ka jo bhi ho par ek baat to tay hai ki har Jamakhor ke lman me  ek Khauf paida ho gaya hai.Notebandi ka Anootha Prabhav hai ye.,#799264161926553600,n,2,3,3,NO,NO,NO,f,NO,2.666666667
@akhileshsharma1  mera sawal rohit ji aap se ye h k notebandi ka kaha tak jayaaj hai,#799266102790369280,n,1,2,1,NO,NO,NO,n,NO,1.333333333
"Notebandi Ki Karobariyon Par Badi Chot, 70 Feesadi Dhandha Chaupat, Dekhe- Kya Kahte Hein Log? http://fb.me/UylgRifS ",#799266987570364416,n,3,2,2,NO,NO,YES,n,NO,2.333333333
"#Sonamgupta ki shaddi hai , Ladke walon ne dahej me  5 zero balance wale account mangge hai  #sonamguptabewafa #DeMonetisation #NoteBandi",#799270618709499904,n,2,3,2,YES,NO,NO,n,NO,2.333333333
Modi ji ne notebandi ka jo fesla liya isse ye bat such ho gya ki unka sina vastav me 56 inch ka he,#799270721281081344,n,3,3,3,NO,NO,YES,f,NO,3
Saare chor #NoteBandi par khul ke saamne aa rhe h.,#799274007656861697,n,4,5,4,NO,NO,YES,f,NO,4.333333333
#NoteBandi Aaj pura world dekh rha hai ki Bharat ke opposition leaders kitne jiyada corrupted hain but enko sharm nhi hai.,#799276566815457280,c,4,5,4,NO,NO,NO,f,NO,4.333333333
Desh Ki Janta 2 Baate Nhi Bhool Sakti  Indra ki #NasBandi  Modi ki # NoteBandi,#799276772428759041,n,3,3,3,NO,YES,NO,a,NO,3
Notebandi ka faisla kaha tak jayaaz hai pic.twitter.com/n40EOEzaKw,#799278982441144320,n,2,3,2,NO,NO,NO,n,NO,2.333333333
Aaj congress Parliament men Notebandi ke khilaf khari hai kyonki congress ko uske 50 saal ke ikathe kartuton ki saza nahi dee gayee .,#799280093491171328,o,3,4,4,NO,NO,YES,f,NO,3.666666667
"@ArvindKejriwal Desh jaan chuka hai ki ap logo k liye, nhi apne liye #NoteBandi  bandi ka virodh kar rahe hai  @abhijeetsinger what u thinkspic.twitter.com/RoFieo4CVj",#799280232020619264,o,4,5,5,NO,NO,NO,f,NO,4.666666667
"Ram Ram Ji, Modi ji,  aapka notebandi ka decission, mano jaise allibaba ne ek teer se 40 choron ko maar giraya ho",#799280535763697664,n,5,5,5,NO,NO,YES,f,NO,5
aapka notebandi par kya khyal hai,#799281779123388416,n,2,2,1,NO,NO,NO,n,NO,1.666666667
Notebandi par kejriwal ne kaha ki agar ye wapas nahi hoga to janta bagawat karegi.Kejriwal Janta to kya kutte bhi bagawat karne nahi aayenge,#799282291151245313,o,5,5,5,YES,NO,NO,f,NO,5
Meri logo se apil hai notebandi ka smarthan Kare.....Narendra modi ji ka sath de...kyonki is samay hamlogo ki unhe jarurat hai..JAI HIND,#799282943642341377,n,4,5,5,NO,NO,NO,f,NO,4.666666667
@ArvindKejriwal sir...kya aap ne kabhi notebandi me logo ke note ke badalwane me madad kiya logo se dhairy banaye rkhne ko kaha.plz help him,#799284886905454592,c,3,4,3,YES,NO,NO,f,NO,3.333333333
@ArvindKejriwal kya hua notebandi vapis le li kya...ha ha ...naya masala to gain losted ground,#799285507834384384,c,4,5,4,NO,NO,YES,f,NO,4.333333333
1/2 gilaas bhara dekhne wale kahan gaye?#Notebandi se hone wali savings na dikh rahi?,#799288195330412544,n,5,5,5,YES,NO,YES,f,NO,5
@mamatabanarjee delhi ka drama band kro or is baar dekhna W.B. me b modi aagega #notebanpolitics #NoteBandi,#799288917019201540,n,4,5,4,NO,NO,NO,f,NO,4.333333333
Desh ki 125 cr public kuch  nautankibaj neta  ko chhorkr  notebandi se  kafi khush h unhe koi pareshani nhi ho rahi h..,#799289726238867456,n,4,5,4,NO,NO,NO,f,NO,4.333333333
"Lagta hai #Kejri ney #NoteBandi ko #NasBandi samajh liya, koi samjha kyun nahi deta....  #DeMonetisation",#799289980095000581,c,4,5,5,YES,YES,NO,f,NO,4.666666667
@sudhirchaudhary Modiji k notebandi k faisle par Anna Hazare ka abhipraay kyun Abhi tak kissi media ne nahi dikhaya??,#799290358647533568,n,3,3,3,YES,NO,NO,f,NO,3
yes ye 5% rich hi notebandi par desh ka mahol ganda kar rahe hai.or halla kar rahe hai.,#799292751372316673,o,3,4,3,NO,NO,NO,f,NO,3.333333333
"@ArvindKejriwal to aise tadap raha hai jese @narendramodi ne notebandi nahi, iski nasbandi kara di hai",#799293095380680704,o,5,5,3,NO,YES,NO,f,NO,4.333333333
#NoteBandi #DeMonetisation #IAmWithModi Aam aadmi chasing Arvind Kejariwalpic.twitter.com/pun2i1Zxtt,#799293439720321025,n,3,4,3,NO,NO,NO,f,NO,3.333333333
"@narendramodi ""jo neta bol rahe hai ki notebandi se 125 crore hindustaniyo ko pareshani ho rahi hai to, usme se mera naam kaat do.",#799293609405218816,n,3,3,3,NO,NO,NO,f,NO,3
Main @ArvindKejriwal Notebandi se barbad ho gaya aur 3 din k andar apne note jala kar khud ko ushi mein jala lunga ji..dekh lena sab,#799293944299339776,o,5,5,5,NO,NO,NO,f,NO,5
@CNBC_Awaaz notebandi ka tarika kya hona chahiya air fayada kya hai,#799294327000334338,n,3,3,3,NO,NO,NO,n,NO,3
3 din mai notebandi baapas le Modi. Kejri aur mamta Ki maa ka raaz hai. Dimaag kharaab Ho gya en ka. En Ki Dum money dead Ho Gaye es liye ro,#799294569854603264,o,5,5,5,NO,NO,YES,f,NO,5
Notebandi ke. ..fesle ka swagat krta hu ... Kya app bhi isse sahmat. ...! pic.twitter.com/46J8gZD60s,#799295099116978176,n,3,3,3,NO,NO,NO,f,NO,3
@ZeeNews  India mai  naitawo  ke unrergal bayan ko dene par koi kanooni  punishment  ka vywastha  nhi  hai. Isliye  notebandi par bol rhe  h,#799295551451856896,c,4,4,3,NO,NO,NO,f,NO,3.666666667
Aam janta notebandi se pareshan hai aur Samajwadi party ke log maze me hain. @SudhinBhadoria @MayaWatiBSP @mayawati. #Behanji4CMpic.twitter.com/LO4Xo1ltjT,#799295806482345985,c,3,4,3,NO,NO,NO,a,NO,3.333333333
#NoteBandi ka virodh sirf Deshdrohi log karte hai,#799296258804285440,c,3,4,4,NO,NO,NO,f,NO,3.666666667
sare chor neta ek ho gaye hain notebandi ke khilaf taki wo apna paisa bacha sake pic.twitter.com/r5SURfN2cq,#799296663407890433,c,4,3,3,NO,NO,NO,f,NO,3.333333333
2016 #NoteBandi - Purane Rupye ke badle naye Rupye  Fir bhi objection ? Yaad Karo .. 1975 #NasBandi   ? Karwana hai?,#799296838394257408,c,5,5,5,YES,YES,NO,f,NO,5
Krjariwal aur mamta jaha bhi notebandi ke khilaf dharna kare ya janta ko bhadkane ko jaye janta inko waha se maar maar ker bhaga de,#799298170907860992,o,5,4,5,NO,NO,NO,f,YES,4.666666667
Notebandi par dekhiye eak chubhne wali seedhi baat aur hindustaniyaun ki Haqeeqat par mabni halate zaar is link par https://www.youtube.com/watch?v=W0BhlwIkCLk …,#799302531146924032,n,3,4,3,NO,NO,NO,a,NO,3.333333333
"Hamare sanshad  Sri Gulam Nawi aajad ka bayan "" Etne log Uri attack main nahin mare jitne jitne sarkar ke notebandi ke faisle se mare hai""",#799303453210251264,c,3,4,4,NO,NO,YES,a,NO,3.666666667
"@Modi Modi ji notebandi bilkul vapas nhi lijiye, Janata aapke saath hai.",#799305777953390593,n,4,4,4,NO,NO,NO,f,NO,4
kar aisa rahe hai jaise notebandi nahi nasbandi kar di ho...,#799307582791938048,c,4,3,3,NO,YES,NO,f,NO,3.333333333
"Waise London,  delhi ,noida ,haridwar ,rishikesh ,mathura ,agra Aur ab lucknow tak maine kai logo se notebandi ke... http://fb.me/6mlhVMqJh ",#799309000537817088,n,4,4,4,NO,NO,NO,n,NO,4
ye #NoteBandi hi bhaarat ko aage le jaa kar note ki line me sab se aage lagaayegi..#ModiFightsCorruption,#799309277953335296,n,4,3,3,NO,NO,YES,f,NO,3.333333333
50000+ Shadi broken .. kidhar se mili news ..  Abbe #NoteBandi kari hai #NasBandi nahi https://twitter.com/skfrocks/status/799308269588279296 …,#799310651025854465,o,5,5,5,NO,YES,NO,f,NO,5
Not notebandi its aarthik nasbandi,#799311350920949760,n,4,3,3,NO,YES,YES,f,NO,3.333333333
"Money fir se Kama sakte he, modiji ne notebandi ki he nasbandi nai #DeMonetisation #BlackmoneyDebate",#799312174112014336,c,5,4,4,NO,YES,NO,f,NO,4.333333333
#NoteBandi Sarkar ka Bda aailan...kal se 4500ki jagha 2000..baki sab thik hai bjao taali...,#799313137283440640,n,4,5,4,NO,NO,NO,f,NO,4.333333333
@sudhirchaudhary sir ye designer neta notebandi pe pure  india me voting kyun nahi karate. Dudh ka dudh aur pani ka pani ho jayega.,#799313752642359296,n,3,4,3,YES,NO,YES,f,NO,3.333333333
Hum sab to rangmanch  ki kathputali hain... #NoteBandi pic.twitter.com/TUha0dygJe,#799317421903507460,n,3,3,3,NO,NO,YES,n,NO,3
Kya NoteBandi Par Naye Niyamon Se Kisano Ko Rahat Milegi? http://fb.me/8dPxtrGUz ,#799318837682323456,n,2,3,3,NO,NO,NO,n,NO,2.666666667
nitish kumar ne notebandi par modi ka samarthan kiya. kash bihar me bhi wo purane dino me laut jaye to bihar me bahar aaye,#799331147058708480,n,3,3,3,NO,NO,NO,n,NO,3
notebandi ek jariya h janne ke liye bharat ke kitne pratisat log satya ke rah me chalne wale h aur kitne kalyugi,#799331910849859584,n,3,4,3,NO,NO,YES,f,NO,3.333333333
